,f1,f2,f3,f4,f5,f6,f7,f8,label
387,0.45,0.59,0.53,0.74,0.5,0,0.47,0.25,MIT
388,0.47,0.63,0.66,0.45,0.5,0,0.37,0.11,MIT
389,0.56,0.45,0.59,0.14,0.5,0,0.51,0.26,NUC
390,0.5,0.46,0.42,0.32,0.5,0,0.56,0.55,ME3
391,0.81,0.76,0.32,0.37,0.5,0,0.51,0.22,ME2
392,0.42,0.25,0.6,0.14,0.5,0,0.45,0.22,CYT
393,0.67,0.63,0.34,0.41,0.5,0,0.6,0.33,ME1
394,0.57,0.49,0.48,0.16,0.5,0,0.51,0.22,NUC
395,0.43,0.32,0.56,0.27,0.5,0,0.47,0.27,NUC
396,0.84,0.87,0.45,0.54,0.5,0,0.28,0.22,ME1
397,0.89,0.82,0.6,0.49,0.5,0,0.55,0.22,ME2
398,0.37,0.55,0.29,0.32,0.5,0,0.51,0.22,ME3
399,0.52,0.48,0.54,0.28,0.5,0,0.54,0.22,NUC
400,0.52,0.62,0.54,0.19,0.5,0,0.5,0.22,MIT
401,0.46,0.4,0.38,0.18,0.5,0,0.49,0.22,ME3
402,0.5,0.45,0.48,0.17,0.5,0,0.5,0.26,CYT
403,0.39,0.37,0.33,0.23,0.5,0,0.52,0.26,ME3
404,0.41,0.41,0.51,0.19,0.5,0,0.57,0.22,MIT
405,0.5,0.49,0.52,0.2,0.5,0,0.43,0.52,NUC
406,0.32,0.47,0.55,0.25,0.5,0,0.49,0.22,MIT
407,0.49,0.48,0.46,0.63,0.5,0,0.52,0.22,MIT
408,0.34,0.54,0.54,0.13,0.5,0,0.52,0.22,CYT
409,0.43,0.83,0.55,0.2,0.5,0,0.47,0.4,NUC
410,0.36,0.4,0.53,0.48,0.5,0,0.48,0.22,MIT
411,0.57,0.4,0.62,0.3,0.5,0,0.48,0.11,MIT
412,0.42,0.53,0.53,0.64,0.5,0,0.47,0.22,MIT
413,0.41,0.52,0.53,0.41,0.5,0,0.39,0.33,MIT
414,0.58,0.52,0.61,0.33,0.5,0,0.38,0.11,MIT
415,0.64,0.64,0.56,0.21,0.5,0,0.5,0.22,MIT
416,0.53,0.52,0.61,0.35,0.5,0,0.5,0.22,MIT
417,0.55,0.59,0.47,0.64,0.5,0,0.54,0.33,MIT
418,0.54,0.64,0.5,0.13,0.5,0,0.49,0.22,MIT
419,0.76,0.76,0.35,0.27,0.5,0,0.44,0.22,ME1
420,0.49,0.44,0.45,0.55,0.5,0,0.48,0.22,MIT
421,0.63,0.47,0.56,0.12,0.5,0,0.5,0.22,MIT
422,0.51,0.65,0.53,0.19,0.5,0,0.49,0.22,EXC
423,0.42,0.28,0.57,0.18,0.5,0,0.42,0.22,NUC
424,0.45,0.41,0.58,0.48,0.5,0,0.53,0.64,NUC
425,0.9,0.54,0.59,0.2,0.5,0,0.48,0.22,NUC
426,0.88,0.59,0.54,0.39,0.5,0,0.41,0.3,NUC
427,0.69,0.62,0.49,0,1,0,0.47,0.22,NUC
428,0.43,0.38,0.38,0.12,0.5,0,0.5,0.22,ME2
429,0.39,0.42,0.49,0.1,0.5,0,0.49,0.65,NUC
430,0.39,0.28,0.54,0.14,0.5,0,0.59,0.22,MIT
431,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22,POX
432,0.64,0.52,0.5,0.26,0.5,0,0.51,0.31,NUC
433,0.6,0.54,0.54,0.53,0.5,0,0.52,0.27,MIT
434,0.49,0.45,0.53,0.16,0.5,0,0.49,0.31,CYT
435,0.52,0.46,0.51,0.18,0.5,0,0.5,0.22,CYT
436,0.55,0.59,0.52,0.1,0.5,0,0.53,0.22,CYT
437,0.33,0.38,0.45,0.19,0.5,0,0.54,0.37,NUC
438,0.41,0.48,0.38,0.13,0.5,0,0.51,0.35,ME3
439,0.51,0.46,0.49,0.21,0.5,0,0.55,0.22,VAC
440,0.4,0.36,0.55,0.15,0.5,0,0.53,0.22,VAC
441,0.59,0.58,0.47,0.61,0.5,0,0.44,0.3,MIT
442,0.62,0.43,0.49,0.29,0.5,0,0.5,0.27,CYT
443,0.48,0.42,0.48,0.19,0.5,0,0.58,0.22,CYT
444,0.47,0.61,0.5,0.23,0.5,0,0.49,0.22,ME3
445,0.27,0.56,0.3,0.14,0.5,0,0.52,0.39,ME3
446,0.38,0.48,0.51,0.13,0.5,0,0.5,0.32,NUC
447,0.49,0.71,0.54,0.13,0.5,0,0.58,0.22,NUC
448,0.63,0.55,0.53,0.51,0.5,0,0.55,0.22,VAC
449,0.56,0.48,0.5,0.17,0.5,0,0.51,0.26,CYT
450,0.62,0.41,0.52,0.17,0.5,0,0.48,0.22,NUC
451,0.35,0.47,0.53,0.19,0.5,0,0.48,0.22,CYT
452,0.6,0.59,0.47,0.47,0.5,0,0.53,0.22,MIT
453,0.33,0.28,0.5,0.4,0.5,0,0.46,0.61,NUC
454,0.45,0.54,0.49,0.29,0.5,0,0.49,0.25,NUC
455,0.41,0.52,0.56,0.26,0.5,0,0.48,0.32,NUC
456,0.59,0.47,0.51,0.53,0.5,0,0.53,0.26,CYT
457,0.57,0.55,0.52,0.16,0.5,0,0.49,0.39,NUC
458,0.64,0.44,0.51,0.35,0.5,0,0.53,0.22,CYT
459,0.45,0.43,0.5,0.25,0.5,0,0.47,0.22,MIT
460,0.5,0.36,0.64,0.37,0.5,0,0.37,0.33,NUC
461,0.43,0.44,0.64,0.19,0.5,0,0.38,0.33,NUC
462,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21,CYT
463,0.35,0.41,0.53,0.27,0.5,0,0.47,0.29,NUC
464,0.4,0.3,0.57,0.13,0.5,0,0.46,0.22,NUC
465,0.44,0.5,0.55,0.24,0.5,0,0.48,0.22,NUC
466,0.37,0.45,0.53,0.14,0.5,0,0.49,0.22,NUC
467,0.37,0.3,0.51,0.15,0.5,0,0.58,0.26,NUC
468,0.57,0.43,0.52,0.3,0.5,0,0.37,0.11,CYT
469,0.44,0.56,0.52,0.18,0.5,0,0.5,0.11,CYT
470,0.36,0.56,0.52,0.18,0.5,0,0.45,0.16,CYT
471,0.72,0.37,0.63,0.38,0.5,0,0.4,0.14,CYT
472,0.44,0.36,0.64,0.45,0.5,0,0.53,0.11,CYT
473,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16,CYT
474,0.54,0.44,0.55,0.48,0.5,0,0.47,0.22,CYT
475,0.69,0.54,0.55,0.23,0.5,0,0.73,0.22,CYT
476,0.46,0.39,0.54,0.22,0.5,0,0.48,0.25,CYT
477,0.46,0.39,0.54,0.22,0.5,0,0.48,0.25,CYT
478,0.42,0.5,0.64,0.13,0.5,0,0.49,0.22,CYT
479,0.38,0.5,0.52,0.44,0.5,0,0.54,0.11,CYT
480,0.51,0.52,0.58,0.17,0.5,0,0.47,0.28,CYT
481,0.6,0.57,0.52,0.14,0.5,0,0.46,0.48,NUC
482,0.56,0.65,0.49,0.56,0.5,0,0.49,0.22,MIT
483,0.54,0.64,0.4,0.56,0.5,0,0.51,0.22,MIT
484,0.6,0.51,0.49,0.18,0.5,0,0.53,0.38,CYT
485,0.34,0.46,0.52,0.19,0.5,0,0.53,0.26,CYT
486,0.44,0.71,0.5,0.21,0.5,0,0.54,0.27,CYT
487,0.56,0.49,0.32,0.22,0.5,0,0.5,0.22,ME2
488,0.44,0.51,0.53,0.3,0.5,0,0.53,0.22,CYT
489,0.52,0.55,0.39,0.09,1,0,0.55,0.25,ME3
490,0.85,0.69,0.34,0.31,0.5,0,0.57,0.3,ME1
491,0.47,0.56,0.53,0.44,0.5,0,0.53,0.22,MIT
492,0.45,0.41,0.53,0.49,0.5,0,0.49,0.31,NUC
493,0.56,0.55,0.57,0.15,0.5,0,0.54,0.25,CYT
494,0.37,0.47,0.49,0.12,0.5,0,0.47,0.31,NUC
495,0.32,0.6,0.48,0.13,0.5,0,0.53,0.22,NUC
496,0.48,0.55,0.58,0.18,0.5,0,0.38,0.69,NUC
497,0.54,0.5,0.51,0.26,0.5,0,0.52,0.22,CYT
498,0.6,0.64,0.56,0.36,0.5,0,0.46,0.27,CYT
499,0.27,0.41,0.24,0.2,0.5,0,0.49,0.22,ME3
500,0.25,0.35,0.22,0.18,0.5,0,0.46,0.22,ME3
501,0.39,0.45,0.51,0.29,0.5,0,0.54,0.22,CYT
502,0.66,0.43,0.57,0.6,0.5,0,0.19,0.33,NUC
503,0.51,0.5,0.54,0.11,0.5,0,0.6,0.22,NUC
504,0.5,0.45,0.51,0.19,0.5,0,0.53,0.25,CYT
505,0.44,0.43,0.46,0.28,0.5,0,0.45,0.29,NUC
506,0.32,0.68,0.51,0.16,0.5,0.83,0.55,0.22,POX
507,0.73,0.52,0.59,0.25,0.5,0,0.51,0.22,NUC
508,0.49,0.6,0.54,0.35,0.5,0,0.53,0.46,NUC
509,0.49,0.6,0.42,0.18,0.5,0,0.58,0.28,NUC
510,0.53,0.48,0.51,0.18,0.5,0,0.51,0.27,CYT
511,0.49,0.31,0.43,0.24,0.5,0,0.54,0.22,ME3
512,0.46,0.41,0.43,0.18,0.5,0,0.54,0.22,ME3
513,0.32,0.36,0.28,0.38,0.5,0,0.5,0.4,ME3
514,0.45,0.57,0.52,0.21,0.5,0,0.54,0.38,NUC
515,0.39,0.39,0.65,0.16,0.5,0,0.45,0.22,CYT
516,0.41,0.35,0.6,0.22,0.5,0,0.56,0.79,CYT
517,0.41,0.39,0.61,0.17,0.5,0,0.5,0.61,NUC
518,0.54,0.67,0.56,0.15,0.5,0,0.57,0.33,NUC
519,0.41,0.59,0.65,0.14,0.5,0,0.49,0.33,NUC
520,0.47,0.38,0.5,0.15,0.5,0,0.49,0.47,NUC
521,0.42,0.5,0.59,0.17,0.5,0,0.51,0.22,CYT
522,0.55,0.69,0.51,0.12,0.5,0,0.51,0.22,CYT
523,0.47,0.46,0.53,0.12,0.5,0,0.51,0.25,NUC
524,0.57,0.29,0.63,0.22,0.5,0,0.49,0.27,NUC
525,0.41,0.42,0.53,0.17,0.5,0,0.48,0.58,NUC
526,0.42,0.45,0.75,0.21,0.5,0,0.48,0.22,CYT
527,0.63,0.54,0.53,0.27,0.5,0,0.49,0.22,CYT
528,0.4,0.44,0.5,0.13,0.5,0,0.52,0.39,CYT
529,0.55,0.39,0.39,0.47,0.5,0,0.5,0.83,ME3
530,0.57,0.36,0.51,0.25,0.5,0,0.54,0.25,CYT
531,0.45,0.76,0.51,0.25,0.5,0,0.59,0.22,CYT
532,0.59,0.64,0.44,0.26,0.5,0,0.5,0.22,CYT
533,0.53,0.42,0.53,0.19,0.5,0,0.47,0.22,CYT
534,0.59,0.46,0.55,0.17,0.5,0,0.52,0.25,CYT
535,0.46,0.47,0.62,0.3,0.5,0,0.38,0.22,CYT
536,0.59,0.7,0.46,0.19,0.5,0,0.54,0.44,CYT
537,0.53,0.44,0.54,0.52,0.5,0,0.49,0.38,NUC
538,0.4,0.28,0.58,0.44,0.5,0,0.41,0.22,CYT
539,0.44,0.35,0.55,0.14,0.5,0,0.52,0.22,VAC
540,0.48,0.49,0.49,0.26,0.5,0,0.39,0.27,VAC
541,0.65,0.63,0.47,0.22,0.5,0,0.52,0.27,CYT
542,0.49,0.53,0.36,0.15,0.5,0,0.52,0.27,ME3
543,0.71,0.79,0.41,0.38,0.5,0,0.54,0.22,ME1
544,0.26,0.3,0.37,0.15,0.5,0,0.53,0.25,ME3
545,0.4,0.44,0.47,0.25,0.5,0,0.54,0.56,NUC
546,0.29,0.39,0.46,0.36,0.5,0,0.51,0.22,NUC
547,0.43,0.6,0.4,0.12,0.5,0,0.49,0.29,ME3
548,0.65,0.62,0.26,0.33,0.5,0,0.55,0.22,ME3
549,0.3,0.68,0.41,0.17,0.5,0,0.51,0.22,ME3
550,0.69,0.57,0.39,0.19,0.5,0,0.48,0.39,ME2
551,0.51,0.38,0.42,0.21,0.5,0,0.46,0.34,ME3
552,0.54,0.54,0.56,0.18,0.5,0,0.46,0.29,NUC
553,0.71,0.64,0.42,0.28,0.5,0,0.43,0.22,EXC
554,0.58,0.44,0.45,0.32,0.5,0,0.52,0.37,NUC
555,0.48,0.58,0.47,0.17,0.5,0,0.53,0.74,CYT
556,0.38,0.37,0.36,0.14,0.5,0,0.54,0.22,ME3
557,0.4,0.4,0.44,0.37,0.5,0,0.53,0.25,NUC
558,0.8,0.79,0.43,0.25,0.5,0,0.52,0.22,EXC
559,0.49,0.56,0.37,0.2,0.5,0,0.53,0.22,ME3
560,0.49,0.55,0.35,0.23,0.5,0,0.57,0.22,ME3
561,0.47,0.5,0.6,0.63,0.5,0,0.38,0.16,CYT
562,0.58,0.67,0.49,0.16,0.5,0,0.47,0.28,MIT
563,0.85,0.85,0.3,0.31,0.5,0,0.55,0.42,ME1
564,0.41,0.25,0.59,0.44,0.5,0,0.6,0.69,NUC
565,0.57,0.59,0.49,0.86,0.5,0,0.47,0.22,NUC
566,0.5,0.61,0.44,0.2,0.5,0,0.49,0.22,MIT
567,0.41,0.45,0.46,0.23,0.5,0,0.5,0.7,CYT
568,0.32,0.29,0.29,0.08,0.5,0,0.52,0.22,ME3
569,0.38,0.48,0.57,0.3,0.5,0,0.41,0.11,CYT
570,0.71,0.5,0.5,0.18,0.5,0,0.46,0.22,CYT
571,0.38,0.32,0.64,0.41,0.5,0,0.44,0.11,CYT
572,0.47,0.43,0.61,0.4,0.5,0,0.48,0.47,NUC
573,0.59,0.45,0.53,0.19,0.5,0,0.59,0.27,CYT
574,0.8,0.88,0.36,0.39,0.5,0,0.56,0.33,ME1
575,0.56,0.48,0.58,0.27,0.5,0,0.51,0.22,CYT
576,0.41,0.39,0.44,0.34,0.5,0,0.48,0.4,NUC
577,0.39,0.45,0.53,0.18,0.5,0,0.54,0.22,CYT
578,0.41,0.52,0.41,0.11,0.5,0,0.54,0.35,CYT
579,0.43,0.42,0.54,0.22,0.5,0,0.57,0.33,NUC
580,0.54,0.52,0.54,0.2,0.5,0,0.55,0.25,NUC
581,0.36,0.44,0.51,0.17,0.5,0,0.6,0.19,NUC
582,0.33,0.48,0.55,0.16,0.5,0,0.53,0.75,NUC
583,0.55,0.51,0.54,0.2,0.5,0,0.56,0.22,CYT
584,0.42,0.65,0.58,0.34,0.5,0,0.5,0.22,MIT
585,0.42,0.28,0.51,0.23,0.5,0,0.53,0.27,NUC
586,0.47,0.47,0.54,0.19,0.5,0,0.51,0.33,NUC
587,0.6,0.48,0.46,0.32,0.5,0,0.4,0.33,CYT
588,0.47,0.53,0.48,0.51,0.5,0,0.54,0.22,MIT
589,0.61,0.53,0.59,0.17,0.5,0,0.44,0.28,CYT
590,0.66,0.6,0.52,0.19,0.5,0,0.69,0.22,CYT
591,0.57,0.48,0.54,0.22,0.5,0,0.5,0.11,CYT
592,0.85,0.66,0.49,0.18,0.5,0,0.51,0.22,ME1
593,0.3,0.33,0.55,0.12,0.5,0,0.53,0.38,CYT
594,0.43,0.67,0.48,0.27,0.5,0,0.53,0.22,MIT
595,0.51,0.4,0.56,0.17,0.5,0.5,0.49,0.22,CYT
596,0.4,0.39,0.6,0.15,0.5,0,0.58,0.3,CYT
597,0.42,0.37,0.59,0.2,0.5,0,0.52,0.29,NUC
598,0.46,0.44,0.52,0.11,0.5,0,0.5,0.22,CYT
599,0.47,0.39,0.5,0.11,0.5,0,0.49,0.4,CYT
600,0.58,0.47,0.54,0.11,0.5,0,0.51,0.26,NUC
601,0.45,0.4,0.5,0.16,0.5,0,0.5,0.22,CYT
602,0.59,0.53,0.43,0.44,0.5,0,0.5,0.22,MIT
603,0.57,0.53,0.53,0.34,0.5,0,0.53,0.22,MIT
604,0.64,0.59,0.56,0.23,0.5,0,0.46,0.22,CYT
605,0.38,0.49,0.53,0.19,0.5,0,0.5,0.22,CYT
606,0.45,0.58,0.48,0.67,0.5,0,0.52,0.22,MIT
607,0.37,0.32,0.47,0.18,0.5,0,0.45,0.25,NUC
608,0.6,0.5,0.44,0.61,0.5,0,0.47,0.22,MIT
609,0.33,0.43,0.64,0.16,0.5,0,0.52,0.52,NUC
610,0.49,0.61,0.49,0.25,0.5,0,0.5,0.28,CYT
611,0.47,0.52,0.5,0.4,0.5,0,0.41,0.22,CYT
612,0.47,0.39,0.55,0.24,0.5,0,0.47,0.22,CYT
613,0.44,0.59,0.36,0.16,0.5,0,0.52,0.22,ME3
614,0.45,0.45,0.5,0.6,0.5,0,0.49,0.22,MIT
615,0.47,0.41,0.66,0.26,0.5,0,0.53,0.22,MIT
616,0.53,0.51,0.55,0.05,0.5,0,0.45,0.25,NUC
617,0.29,0.32,0.58,0.15,0.5,0,0.5,0.3,CYT
618,0.54,0.49,0.49,0.2,0.5,0,0.52,0.22,CYT
619,0.42,0.51,0.5,0.12,0.5,0,0.52,0.46,NUC
620,0.57,0.51,0.53,0.18,0.5,0,0.56,0.25,NUC
621,0.49,0.31,0.49,0.35,0.5,0,0.51,0.29,NUC
622,0.37,0.58,0.44,0.51,0.5,0,0.44,0.22,MIT
623,0.35,0.66,0.49,0.21,0.5,0,0.54,0.25,CYT
624,0.52,0.4,0.6,0.12,0.5,0,0.55,0.22,CYT
625,0.57,0.41,0.59,0.24,0.5,0,0.4,0.22,CYT
626,0.58,0.56,0.45,0.12,0.5,0,0.51,0.22,NUC
627,0.31,0.46,0.54,0.52,0.5,0,0.5,0.34,NUC
628,0.38,0.51,0.75,0.17,0.5,0,0.55,0.22,CYT
629,0.44,0.68,0.45,0.51,0.5,0,0.52,0.41,MIT
630,0.55,0.42,0.34,0.3,0.5,0,0.52,0.22,ME3
631,0.36,0.68,0.38,0.08,0.5,0,0.53,0.25,VAC
632,0.43,0.39,0.54,0.14,0.5,0,0.47,0.22,NUC
633,0.54,0.42,0.41,0.16,0.5,0,0.52,0.22,ME2
634,0.37,0.53,0.46,0.23,0.5,0,0.47,0.22,NUC
635,0.58,0.6,0.43,0.12,0.5,0,0.55,0.22,ME3
636,0.54,0.65,0.49,0.34,0.5,0,0.52,0.22,CYT
637,0.58,0.53,0.38,0.18,0.5,0,0.52,0.22,ME3
638,0.35,0.6,0.47,0.13,0.5,0,0.52,0.43,NUC
639,0.35,0.46,0.49,0.15,1,0,0.55,0.35,CYT
640,0.63,0.62,0.42,0.12,0.5,0,0.52,0.25,CYT
641,0.71,0.59,0.53,0.15,0.5,0,0.49,0.33,CYT
642,0.46,0.35,0.33,0.17,0.5,0,0.55,0.22,ME3
643,0.35,0.56,0.36,0.3,0.5,0,0.53,0.25,ME3
644,0.51,0.58,0.54,0.29,0.5,0,0.53,0.22,CYT
645,0.44,0.51,0.37,0.15,0.5,0,0.51,0.22,ME3
646,0.42,0.39,0.47,0.13,0.5,0,0.5,0.27,CYT
647,0.17,0.38,0.45,0.09,0.5,0,0.54,0.27,NUC
648,0.48,0.39,0.49,0.18,0.5,0,0.51,0.22,CYT
649,0.74,0.53,0.5,0.08,0.5,0,0.55,0.31,CYT
650,0.69,0.48,0.38,0.15,0.5,0,0.55,0.22,ME2
651,0.3,0.5,0.47,0.11,0.5,0,0.46,0.22,CYT
652,0.4,0.48,0.5,0.17,0.5,0,0.54,0.5,CYT
653,0.47,0.49,0.63,0.17,0.5,0,0.31,0.26,NUC
654,0.53,0.43,0.47,0.15,0.5,0,0.58,0.22,CYT
655,0.46,0.45,0.56,0.16,0.5,0,0.56,0.22,CYT
656,0.5,0.45,0.49,0.15,0.5,0,0.55,0.43,NUC
657,0.33,0.28,0.31,0.24,0.5,0,0.53,0.22,ME3
658,0.61,0.54,0.49,0.19,0.5,0,0.54,0.47,CYT
659,0.51,0.68,0.49,0.59,0.5,0,0.54,0.27,MIT
660,0.55,0.49,0.5,0.46,0.5,0,0.52,0.25,MIT
661,0.5,0.46,0.52,0.16,0.5,0,0.52,0.26,CYT
662,0.35,0.49,0.47,0.22,0.5,0,0.5,0.28,MIT
663,0.43,0.51,0.6,0.25,0.5,0,0.55,0.22,CYT
664,0.68,0.5,0.43,0.27,0.5,0,0.61,0.22,ME2
665,0.59,0.53,0.47,0.26,0.5,0,0.53,0.31,NUC
666,0.54,0.51,0.54,0.52,0.5,0,0.47,0.25,MIT
667,0.86,0.92,0.5,0.37,1,0,0.53,0.32,ERL
668,0.42,0.51,0.39,0.22,0.5,0,0.49,0.26,ME3
669,0.51,0.43,0.47,0.19,0.5,0,0.52,0.37,CYT
670,0.44,0.53,0.43,0.17,0.5,0,0.54,0.75,NUC
671,0.39,0.37,0.33,0.23,0.5,0,0.53,0.26,ME3
672,0.48,0.51,0.57,0.24,0.5,0,0.5,0.22,CYT
673,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22,POX
674,0.51,0.47,0.41,0.44,0.5,0,0.5,0.22,ME3
675,0.49,0.44,0.45,0.22,0.5,0,0.51,0.22,CYT
676,0.46,0.57,0.52,0.28,0.5,0,0.52,0.22,NUC
677,0.53,0.48,0.45,0.44,0.5,0,0.49,0.27,MIT
678,0.7,0.53,0.42,0.22,0.5,0,0.51,0.28,NUC
679,0.68,0.68,0.49,0.15,0.5,0,0.53,0.22,EXC
680,0.47,0.6,0.35,0.21,0.5,0,0.52,0.22,ME3
681,0.55,0.49,0.45,0.18,0.5,0,0.49,0.22,NUC
682,0.4,0.47,0.48,0.18,0.5,0,0.46,0.22,CYT
683,0.8,0.81,0.55,0.35,0.5,0,0.42,0.22,EXC
684,0.48,0.47,0.54,0.55,0.5,0,0.51,0.65,MIT
685,0.66,0.66,0.32,0.54,0.5,0,0.51,0.22,ME2
686,0.58,0.46,0.46,0.34,0.5,0,0.5,0.43,NUC
687,0.6,0.62,0.54,0.4,0.5,0,0.5,0.22,MIT
688,0.52,0.5,0.59,0.31,0.5,0,0.5,0.22,MIT
689,0.45,0.38,0.64,0.14,0.5,0,0.54,0.22,MIT
690,0.6,0.57,0.64,0.52,0.5,0,0.47,0.28,MIT
691,0.57,0.61,0.55,0.27,0.5,0,0.44,0.21,MIT
692,0.38,0.54,0.54,0.41,0.5,0,0.51,0.22,MIT
693,0.43,0.32,0.5,0.29,0.5,0,0.5,0.22,MIT
694,0.32,0.45,0.44,0.2,0.5,0,0.55,0.33,NUC
695,0.51,0.6,0.51,0.26,0.5,0,0.54,0.22,NUC
696,0.49,0.46,0.42,0.46,0.5,0,0.55,0.22,NUC
697,0.51,0.56,0.62,0.24,0.5,0,0.52,0.51,NUC
698,0.58,0.57,0.54,0.69,0.5,0,0.54,0.22,MIT
699,0.55,0.53,0.54,0.4,0.5,0,0.48,0.22,MIT
700,0.41,0.47,0.58,0.62,0.5,0,0.5,0.22,MIT
701,0.44,0.53,0.53,0.37,0.5,0,0.51,0.22,MIT
702,0.47,0.46,0.55,0.28,0.5,0,0.44,0.46,NUC
703,0.41,0.59,0.46,0.19,0.5,0,0.36,0.22,EXC
704,0.44,0.41,0.29,0.21,0.5,0,0.49,0.22,ME3
705,0.51,0.46,0.54,0.41,0.5,0,0.53,0.22,MIT
706,0.5,0.36,0.53,0.41,0.5,0,0.55,0.36,CYT
707,0.59,0.58,0.39,0.52,0.5,0,0.5,0.31,CYT
708,0.78,0.63,0.53,0.13,0.5,0,0.54,0.22,ME2
709,0.48,0.62,0.52,0.3,0.5,0,0.51,0.37,NUC
710,0.39,0.34,0.68,0.3,0.5,0,0.5,0.29,NUC
711,0.4,0.53,0.44,0.18,0.5,0,0.54,0.31,NUC
712,0.36,0.3,0.5,0.19,0.5,0,0.55,0.3,NUC
713,0.45,0.21,0.49,0.24,0.5,0,0.46,0.31,NUC
714,0.87,0.47,0.6,0.47,0.5,0,0.59,0.22,NUC
715,0.51,0.34,0.49,0.16,0.5,0,0.53,0.21,NUC
716,0.78,0.65,0.4,0.16,0.5,0,0.63,0.22,MIT
717,0.68,0.59,0.44,0.49,0.5,0,0.4,0.26,POX
718,0.5,0.51,0.57,0.27,0.5,0,0.48,0.22,POX
719,0.51,0.46,0.57,0.25,0.5,0,0.53,0.22,CYT
720,0.49,0.45,0.46,0.18,0.5,0,0.49,0.31,CYT
721,0.39,0.58,0.5,0.1,0.5,0,0.51,0.25,CYT
722,0.45,0.58,0.59,0.44,0.5,0,0.56,0.22,MIT
723,0.46,0.49,0.45,0.28,0.5,0,0.55,0.22,VAC
724,0.5,0.32,0.49,0.49,0.5,0,0.48,0.32,MIT
725,0.48,0.45,0.59,0.35,0.5,0,0.55,0.3,MIT
726,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,MIT
727,0.45,0.41,0.49,0.14,1,0,0.53,0.3,CYT
728,0.28,0.36,0.55,0.15,0.5,0,0.57,0.22,CYT
729,0.74,0.72,0.5,0.28,0.5,0,0.5,0.27,EXC
730,0.59,0.61,0.51,0.62,0.5,0,0.51,0.38,MIT
731,0.78,0.69,0.44,0.26,0.5,0,0.54,0.22,ME1
732,0.95,0.71,0.27,0.39,0.5,0,0.31,0.22,ME2
733,0.39,0.49,0.3,0.19,0.5,0,0.52,0.31,ME3
734,0.49,0.48,0.52,0.2,0.5,0,0.55,0.22,NUC
735,0.54,0.53,0.48,0.14,0.5,0,0.49,0.33,NUC
736,0.45,0.47,0.53,0.15,0.5,0,0.52,0.27,CYT
737,0.46,0.62,0.54,0.25,0.5,0,0.46,0.22,CYT
738,0.52,0.46,0.56,0.2,0.5,0,0.5,0.22,CYT
739,0.45,0.48,0.56,0.56,0.5,0,0.47,0.22,NUC
740,0.48,0.41,0.54,0.39,0.5,0,0.51,0.22,NUC
741,0.34,0.35,0.58,0.2,0.5,0,0.46,0.32,NUC
742,0.37,0.44,0.51,0.56,0.5,0,0.5,0.38,NUC
743,0.48,0.5,0.56,0.11,0.5,0,0.33,0.22,CYT
744,0.49,0.45,0.54,0.4,0.5,0,0.55,0.22,MIT
745,0.57,0.6,0.54,0.17,0.5,0,0.52,0.22,MIT
746,0.33,0.28,0.52,0.15,0.5,0,0.51,0.86,NUC
747,0.43,0.41,0.51,0.34,0.5,0,0.49,0.28,NUC
748,0.49,0.49,0.51,0.29,0.5,0,0.52,0.71,NUC
749,0.41,0.52,0.51,0.22,0.5,0,0.52,0.44,NUC
750,0.58,0.31,0.6,0.12,0.5,0,0.47,0.33,NUC
751,0.44,0.33,0.55,0.16,0.5,0,0.49,0.22,NUC
752,0.57,0.51,0.58,0.22,0.5,0,0.51,0.22,NUC
753,0.34,0.58,0.5,0.26,0.5,0,0.51,0.22,NUC
754,0.35,0.4,0.44,0.25,0.5,0,0.53,0.57,NUC
755,0.55,0.38,0.64,0.42,0.5,0,0.47,0.22,MIT
756,0.45,0.49,0.57,0.25,0.5,0,0.48,0.22,NUC
757,0.39,0.39,0.59,0.25,0.5,0,0.45,0.22,CYT
758,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21,CYT
759,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16,CYT
760,0.72,0.51,0.52,0.08,0.5,0,0.54,0.22,NUC
761,0.57,0.49,0.61,0.26,0.5,0,0.52,0.22,NUC
762,0.36,0.49,0.55,0.21,0.5,0,0.55,0.33,NUC
763,0.35,0.33,0.48,0.42,0.5,0,0.47,0.43,CYT
764,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25,CYT
765,0.58,0.45,0.55,0.27,0.5,0,0.48,0.11,CYT
766,0.43,0.33,0.67,0.12,0.5,0,0.43,0.23,CYT
767,0.58,0.44,0.5,0.26,0.5,0,0.52,0.22,CYT
768,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22,CYT
769,0.35,0.39,0.56,0.2,0.5,0,0.49,0.41,CYT
770,0.44,0.62,0.53,0.27,0.5,0,0.49,0.22,NUC
771,0.56,0.61,0.52,0.19,0.5,0,0.52,0.32,NUC
772,0.47,0.56,0.46,0.5,0.5,0,0.51,0.22,MIT
773,0.42,0.38,0.52,0.29,0.5,0,0.42,0.22,NUC
774,0.49,0.4,0.58,0.23,0.5,0,0.47,0.27,CYT
