,f1,f2,f3,f4,f5,f6,f7,f8
436,0.55,0.59,0.52,0.1,0.5,0,0.53,0.22
437,0.33,0.38,0.45,0.19,0.5,0,0.54,0.37
438,0.41,0.48,0.38,0.13,0.5,0,0.51,0.35
439,0.51,0.46,0.49,0.21,0.5,0,0.55,0.22
440,0.4,0.36,0.55,0.15,0.5,0,0.53,0.22
441,0.59,0.58,0.47,0.61,0.5,0,0.44,0.3
442,0.62,0.43,0.49,0.29,0.5,0,0.5,0.27
443,0.48,0.42,0.48,0.19,0.5,0,0.58,0.22
444,0.47,0.61,0.5,0.23,0.5,0,0.49,0.22
445,0.27,0.56,0.3,0.14,0.5,0,0.52,0.39
446,0.38,0.48,0.51,0.13,0.5,0,0.5,0.32
447,0.49,0.71,0.54,0.13,0.5,0,0.58,0.22
448,0.63,0.55,0.53,0.51,0.5,0,0.55,0.22
449,0.56,0.48,0.5,0.17,0.5,0,0.51,0.26
450,0.62,0.41,0.52,0.17,0.5,0,0.48,0.22
451,0.35,0.47,0.53,0.19,0.5,0,0.48,0.22
452,0.6,0.59,0.47,0.47,0.5,0,0.53,0.22
453,0.33,0.28,0.5,0.4,0.5,0,0.46,0.61
454,0.45,0.54,0.49,0.29,0.5,0,0.49,0.25
455,0.41,0.52,0.56,0.26,0.5,0,0.48,0.32
456,0.59,0.47,0.51,0.53,0.5,0,0.53,0.26
457,0.57,0.55,0.52,0.16,0.5,0,0.49,0.39
458,0.64,0.44,0.51,0.35,0.5,0,0.53,0.22
459,0.45,0.43,0.5,0.25,0.5,0,0.47,0.22
460,0.5,0.36,0.64,0.37,0.5,0,0.37,0.33
461,0.43,0.44,0.64,0.19,0.5,0,0.38,0.33
462,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21
463,0.35,0.41,0.53,0.27,0.5,0,0.47,0.29
464,0.4,0.3,0.57,0.13,0.5,0,0.46,0.22
465,0.44,0.5,0.55,0.24,0.5,0,0.48,0.22
466,0.37,0.45,0.53,0.14,0.5,0,0.49,0.22
467,0.37,0.3,0.51,0.15,0.5,0,0.58,0.26
468,0.57,0.43,0.52,0.3,0.5,0,0.37,0.11
469,0.44,0.56,0.52,0.18,0.5,0,0.5,0.11
470,0.36,0.56,0.52,0.18,0.5,0,0.45,0.16
471,0.72,0.37,0.63,0.38,0.5,0,0.4,0.14
472,0.44,0.36,0.64,0.45,0.5,0,0.53,0.11
473,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16
474,0.54,0.44,0.55,0.48,0.5,0,0.47,0.22
475,0.69,0.54,0.55,0.23,0.5,0,0.73,0.22
476,0.46,0.39,0.54,0.22,0.5,0,0.48,0.25
477,0.46,0.39,0.54,0.22,0.5,0,0.48,0.25
478,0.42,0.5,0.64,0.13,0.5,0,0.49,0.22
479,0.38,0.5,0.52,0.44,0.5,0,0.54,0.11
480,0.51,0.52,0.58,0.17,0.5,0,0.47,0.28
481,0.6,0.57,0.52,0.14,0.5,0,0.46,0.48
482,0.56,0.65,0.49,0.56,0.5,0,0.49,0.22
483,0.54,0.64,0.4,0.56,0.5,0,0.51,0.22
484,0.6,0.51,0.49,0.18,0.5,0,0.53,0.38
485,0.34,0.46,0.52,0.19,0.5,0,0.53,0.26
486,0.44,0.71,0.5,0.21,0.5,0,0.54,0.27
487,0.56,0.49,0.32,0.22,0.5,0,0.5,0.22
488,0.44,0.51,0.53,0.3,0.5,0,0.53,0.22
489,0.52,0.55,0.39,0.09,1,0,0.55,0.25
490,0.85,0.69,0.34,0.31,0.5,0,0.57,0.3
491,0.47,0.56,0.53,0.44,0.5,0,0.53,0.22
492,0.45,0.41,0.53,0.49,0.5,0,0.49,0.31
493,0.56,0.55,0.57,0.15,0.5,0,0.54,0.25
494,0.37,0.47,0.49,0.12,0.5,0,0.47,0.31
495,0.32,0.6,0.48,0.13,0.5,0,0.53,0.22
496,0.48,0.55,0.58,0.18,0.5,0,0.38,0.69
497,0.54,0.5,0.51,0.26,0.5,0,0.52,0.22
498,0.6,0.64,0.56,0.36,0.5,0,0.46,0.27
499,0.27,0.41,0.24,0.2,0.5,0,0.49,0.22
500,0.25,0.35,0.22,0.18,0.5,0,0.46,0.22
501,0.39,0.45,0.51,0.29,0.5,0,0.54,0.22
502,0.66,0.43,0.57,0.6,0.5,0,0.19,0.33
503,0.51,0.5,0.54,0.11,0.5,0,0.6,0.22
504,0.5,0.45,0.51,0.19,0.5,0,0.53,0.25
505,0.44,0.43,0.46,0.28,0.5,0,0.45,0.29
506,0.32,0.68,0.51,0.16,0.5,0.83,0.55,0.22
507,0.73,0.52,0.59,0.25,0.5,0,0.51,0.22
508,0.49,0.6,0.54,0.35,0.5,0,0.53,0.46
509,0.49,0.6,0.42,0.18,0.5,0,0.58,0.28
510,0.53,0.48,0.51,0.18,0.5,0,0.51,0.27
511,0.49,0.31,0.43,0.24,0.5,0,0.54,0.22
512,0.46,0.41,0.43,0.18,0.5,0,0.54,0.22
513,0.32,0.36,0.28,0.38,0.5,0,0.5,0.4
514,0.45,0.57,0.52,0.21,0.5,0,0.54,0.38
515,0.39,0.39,0.65,0.16,0.5,0,0.45,0.22
516,0.41,0.35,0.6,0.22,0.5,0,0.56,0.79
517,0.41,0.39,0.61,0.17,0.5,0,0.5,0.61
518,0.54,0.67,0.56,0.15,0.5,0,0.57,0.33
519,0.41,0.59,0.65,0.14,0.5,0,0.49,0.33
520,0.47,0.38,0.5,0.15,0.5,0,0.49,0.47
521,0.42,0.5,0.59,0.17,0.5,0,0.51,0.22
522,0.55,0.69,0.51,0.12,0.5,0,0.51,0.22
523,0.47,0.46,0.53,0.12,0.5,0,0.51,0.25
524,0.57,0.29,0.63,0.22,0.5,0,0.49,0.27
525,0.41,0.42,0.53,0.17,0.5,0,0.48,0.58
526,0.42,0.45,0.75,0.21,0.5,0,0.48,0.22
527,0.63,0.54,0.53,0.27,0.5,0,0.49,0.22
528,0.4,0.44,0.5,0.13,0.5,0,0.52,0.39
529,0.55,0.39,0.39,0.47,0.5,0,0.5,0.83
530,0.57,0.36,0.51,0.25,0.5,0,0.54,0.25
531,0.45,0.76,0.51,0.25,0.5,0,0.59,0.22
532,0.59,0.64,0.44,0.26,0.5,0,0.5,0.22
533,0.53,0.42,0.53,0.19,0.5,0,0.47,0.22
534,0.59,0.46,0.55,0.17,0.5,0,0.52,0.25
535,0.46,0.47,0.62,0.3,0.5,0,0.38,0.22
536,0.59,0.7,0.46,0.19,0.5,0,0.54,0.44
537,0.53,0.44,0.54,0.52,0.5,0,0.49,0.38
538,0.4,0.28,0.58,0.44,0.5,0,0.41,0.22
539,0.44,0.35,0.55,0.14,0.5,0,0.52,0.22
540,0.48,0.49,0.49,0.26,0.5,0,0.39,0.27
541,0.65,0.63,0.47,0.22,0.5,0,0.52,0.27
542,0.49,0.53,0.36,0.15,0.5,0,0.52,0.27
543,0.71,0.79,0.41,0.38,0.5,0,0.54,0.22
544,0.26,0.3,0.37,0.15,0.5,0,0.53,0.25
545,0.4,0.44,0.47,0.25,0.5,0,0.54,0.56
546,0.29,0.39,0.46,0.36,0.5,0,0.51,0.22
547,0.43,0.6,0.4,0.12,0.5,0,0.49,0.29
548,0.65,0.62,0.26,0.33,0.5,0,0.55,0.22
549,0.3,0.68,0.41,0.17,0.5,0,0.51,0.22
550,0.69,0.57,0.39,0.19,0.5,0,0.48,0.39
551,0.51,0.38,0.42,0.21,0.5,0,0.46,0.34
552,0.54,0.54,0.56,0.18,0.5,0,0.46,0.29
553,0.71,0.64,0.42,0.28,0.5,0,0.43,0.22
554,0.58,0.44,0.45,0.32,0.5,0,0.52,0.37
555,0.48,0.58,0.47,0.17,0.5,0,0.53,0.74
556,0.38,0.37,0.36,0.14,0.5,0,0.54,0.22
557,0.4,0.4,0.44,0.37,0.5,0,0.53,0.25
558,0.8,0.79,0.43,0.25,0.5,0,0.52,0.22
559,0.49,0.56,0.37,0.2,0.5,0,0.53,0.22
560,0.49,0.55,0.35,0.23,0.5,0,0.57,0.22
561,0.47,0.5,0.6,0.63,0.5,0,0.38,0.16
562,0.58,0.67,0.49,0.16,0.5,0,0.47,0.28
563,0.85,0.85,0.3,0.31,0.5,0,0.55,0.42
564,0.41,0.25,0.59,0.44,0.5,0,0.6,0.69
565,0.57,0.59,0.49,0.86,0.5,0,0.47,0.22
566,0.5,0.61,0.44,0.2,0.5,0,0.49,0.22
567,0.41,0.45,0.46,0.23,0.5,0,0.5,0.7
568,0.32,0.29,0.29,0.08,0.5,0,0.52,0.22
569,0.38,0.48,0.57,0.3,0.5,0,0.41,0.11
570,0.71,0.5,0.5,0.18,0.5,0,0.46,0.22
571,0.38,0.32,0.64,0.41,0.5,0,0.44,0.11
572,0.47,0.43,0.61,0.4,0.5,0,0.48,0.47
573,0.59,0.45,0.53,0.19,0.5,0,0.59,0.27
574,0.8,0.88,0.36,0.39,0.5,0,0.56,0.33
575,0.56,0.48,0.58,0.27,0.5,0,0.51,0.22
576,0.41,0.39,0.44,0.34,0.5,0,0.48,0.4
577,0.39,0.45,0.53,0.18,0.5,0,0.54,0.22
578,0.41,0.52,0.41,0.11,0.5,0,0.54,0.35
579,0.43,0.42,0.54,0.22,0.5,0,0.57,0.33
580,0.54,0.52,0.54,0.2,0.5,0,0.55,0.25
581,0.36,0.44,0.51,0.17,0.5,0,0.6,0.19
582,0.33,0.48,0.55,0.16,0.5,0,0.53,0.75
583,0.55,0.51,0.54,0.2,0.5,0,0.56,0.22
584,0.42,0.65,0.58,0.34,0.5,0,0.5,0.22
585,0.42,0.28,0.51,0.23,0.5,0,0.53,0.27
586,0.47,0.47,0.54,0.19,0.5,0,0.51,0.33
587,0.6,0.48,0.46,0.32,0.5,0,0.4,0.33
588,0.47,0.53,0.48,0.51,0.5,0,0.54,0.22
589,0.61,0.53,0.59,0.17,0.5,0,0.44,0.28
590,0.66,0.6,0.52,0.19,0.5,0,0.69,0.22
591,0.57,0.48,0.54,0.22,0.5,0,0.5,0.11
592,0.85,0.66,0.49,0.18,0.5,0,0.51,0.22
593,0.3,0.33,0.55,0.12,0.5,0,0.53,0.38
594,0.43,0.67,0.48,0.27,0.5,0,0.53,0.22
595,0.51,0.4,0.56,0.17,0.5,0.5,0.49,0.22
596,0.4,0.39,0.6,0.15,0.5,0,0.58,0.3
597,0.42,0.37,0.59,0.2,0.5,0,0.52,0.29
598,0.46,0.44,0.52,0.11,0.5,0,0.5,0.22
599,0.47,0.39,0.5,0.11,0.5,0,0.49,0.4
600,0.58,0.47,0.54,0.11,0.5,0,0.51,0.26
601,0.45,0.4,0.5,0.16,0.5,0,0.5,0.22
602,0.59,0.53,0.43,0.44,0.5,0,0.5,0.22
603,0.57,0.53,0.53,0.34,0.5,0,0.53,0.22
604,0.64,0.59,0.56,0.23,0.5,0,0.46,0.22
605,0.38,0.49,0.53,0.19,0.5,0,0.5,0.22
606,0.45,0.58,0.48,0.67,0.5,0,0.52,0.22
607,0.37,0.32,0.47,0.18,0.5,0,0.45,0.25
608,0.6,0.5,0.44,0.61,0.5,0,0.47,0.22
609,0.33,0.43,0.64,0.16,0.5,0,0.52,0.52
610,0.49,0.61,0.49,0.25,0.5,0,0.5,0.28
611,0.47,0.52,0.5,0.4,0.5,0,0.41,0.22
612,0.47,0.39,0.55,0.24,0.5,0,0.47,0.22
613,0.44,0.59,0.36,0.16,0.5,0,0.52,0.22
614,0.45,0.45,0.5,0.6,0.5,0,0.49,0.22
615,0.47,0.41,0.66,0.26,0.5,0,0.53,0.22
616,0.53,0.51,0.55,0.05,0.5,0,0.45,0.25
617,0.29,0.32,0.58,0.15,0.5,0,0.5,0.3
618,0.54,0.49,0.49,0.2,0.5,0,0.52,0.22
619,0.42,0.51,0.5,0.12,0.5,0,0.52,0.46
620,0.57,0.51,0.53,0.18,0.5,0,0.56,0.25
621,0.49,0.31,0.49,0.35,0.5,0,0.51,0.29
622,0.37,0.58,0.44,0.51,0.5,0,0.44,0.22
623,0.35,0.66,0.49,0.21,0.5,0,0.54,0.25
624,0.52,0.4,0.6,0.12,0.5,0,0.55,0.22
625,0.57,0.41,0.59,0.24,0.5,0,0.4,0.22
626,0.58,0.56,0.45,0.12,0.5,0,0.51,0.22
627,0.31,0.46,0.54,0.52,0.5,0,0.5,0.34
628,0.38,0.51,0.75,0.17,0.5,0,0.55,0.22
629,0.44,0.68,0.45,0.51,0.5,0,0.52,0.41
630,0.55,0.42,0.34,0.3,0.5,0,0.52,0.22
631,0.36,0.68,0.38,0.08,0.5,0,0.53,0.25
632,0.43,0.39,0.54,0.14,0.5,0,0.47,0.22
633,0.54,0.42,0.41,0.16,0.5,0,0.52,0.22
634,0.37,0.53,0.46,0.23,0.5,0,0.47,0.22
635,0.58,0.6,0.43,0.12,0.5,0,0.55,0.22
636,0.54,0.65,0.49,0.34,0.5,0,0.52,0.22
637,0.58,0.53,0.38,0.18,0.5,0,0.52,0.22
638,0.35,0.6,0.47,0.13,0.5,0,0.52,0.43
639,0.35,0.46,0.49,0.15,1,0,0.55,0.35
640,0.63,0.62,0.42,0.12,0.5,0,0.52,0.25
641,0.71,0.59,0.53,0.15,0.5,0,0.49,0.33
642,0.46,0.35,0.33,0.17,0.5,0,0.55,0.22
643,0.35,0.56,0.36,0.3,0.5,0,0.53,0.25
644,0.51,0.58,0.54,0.29,0.5,0,0.53,0.22
645,0.44,0.51,0.37,0.15,0.5,0,0.51,0.22
646,0.42,0.39,0.47,0.13,0.5,0,0.5,0.27
647,0.17,0.38,0.45,0.09,0.5,0,0.54,0.27
648,0.48,0.39,0.49,0.18,0.5,0,0.51,0.22
649,0.74,0.53,0.5,0.08,0.5,0,0.55,0.31
650,0.69,0.48,0.38,0.15,0.5,0,0.55,0.22
651,0.3,0.5,0.47,0.11,0.5,0,0.46,0.22
652,0.4,0.48,0.5,0.17,0.5,0,0.54,0.5
653,0.47,0.49,0.63,0.17,0.5,0,0.31,0.26
654,0.53,0.43,0.47,0.15,0.5,0,0.58,0.22
655,0.46,0.45,0.56,0.16,0.5,0,0.56,0.22
656,0.5,0.45,0.49,0.15,0.5,0,0.55,0.43
657,0.33,0.28,0.31,0.24,0.5,0,0.53,0.22
658,0.61,0.54,0.49,0.19,0.5,0,0.54,0.47
659,0.51,0.68,0.49,0.59,0.5,0,0.54,0.27
660,0.55,0.49,0.5,0.46,0.5,0,0.52,0.25
661,0.5,0.46,0.52,0.16,0.5,0,0.52,0.26
662,0.35,0.49,0.47,0.22,0.5,0,0.5,0.28
663,0.43,0.51,0.6,0.25,0.5,0,0.55,0.22
664,0.68,0.5,0.43,0.27,0.5,0,0.61,0.22
665,0.59,0.53,0.47,0.26,0.5,0,0.53,0.31
666,0.54,0.51,0.54,0.52,0.5,0,0.47,0.25
667,0.86,0.92,0.5,0.37,1,0,0.53,0.32
668,0.42,0.51,0.39,0.22,0.5,0,0.49,0.26
669,0.51,0.43,0.47,0.19,0.5,0,0.52,0.37
670,0.44,0.53,0.43,0.17,0.5,0,0.54,0.75
671,0.39,0.37,0.33,0.23,0.5,0,0.53,0.26
672,0.48,0.51,0.57,0.24,0.5,0,0.5,0.22
673,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22
674,0.51,0.47,0.41,0.44,0.5,0,0.5,0.22
675,0.49,0.44,0.45,0.22,0.5,0,0.51,0.22
676,0.46,0.57,0.52,0.28,0.5,0,0.52,0.22
677,0.53,0.48,0.45,0.44,0.5,0,0.49,0.27
678,0.7,0.53,0.42,0.22,0.5,0,0.51,0.28
679,0.68,0.68,0.49,0.15,0.5,0,0.53,0.22
680,0.47,0.6,0.35,0.21,0.5,0,0.52,0.22
681,0.55,0.49,0.45,0.18,0.5,0,0.49,0.22
682,0.4,0.47,0.48,0.18,0.5,0,0.46,0.22
683,0.8,0.81,0.55,0.35,0.5,0,0.42,0.22
684,0.48,0.47,0.54,0.55,0.5,0,0.51,0.65
685,0.66,0.66,0.32,0.54,0.5,0,0.51,0.22
686,0.58,0.46,0.46,0.34,0.5,0,0.5,0.43
687,0.6,0.62,0.54,0.4,0.5,0,0.5,0.22
688,0.52,0.5,0.59,0.31,0.5,0,0.5,0.22
689,0.45,0.38,0.64,0.14,0.5,0,0.54,0.22
690,0.6,0.57,0.64,0.52,0.5,0,0.47,0.28
691,0.57,0.61,0.55,0.27,0.5,0,0.44,0.21
692,0.38,0.54,0.54,0.41,0.5,0,0.51,0.22
693,0.43,0.32,0.5,0.29,0.5,0,0.5,0.22
694,0.32,0.45,0.44,0.2,0.5,0,0.55,0.33
695,0.51,0.6,0.51,0.26,0.5,0,0.54,0.22
696,0.49,0.46,0.42,0.46,0.5,0,0.55,0.22
697,0.51,0.56,0.62,0.24,0.5,0,0.52,0.51
698,0.58,0.57,0.54,0.69,0.5,0,0.54,0.22
699,0.55,0.53,0.54,0.4,0.5,0,0.48,0.22
700,0.41,0.47,0.58,0.62,0.5,0,0.5,0.22
701,0.44,0.53,0.53,0.37,0.5,0,0.51,0.22
702,0.47,0.46,0.55,0.28,0.5,0,0.44,0.46
703,0.41,0.59,0.46,0.19,0.5,0,0.36,0.22
704,0.44,0.41,0.29,0.21,0.5,0,0.49,0.22
705,0.51,0.46,0.54,0.41,0.5,0,0.53,0.22
706,0.5,0.36,0.53,0.41,0.5,0,0.55,0.36
707,0.59,0.58,0.39,0.52,0.5,0,0.5,0.31
708,0.78,0.63,0.53,0.13,0.5,0,0.54,0.22
709,0.48,0.62,0.52,0.3,0.5,0,0.51,0.37
710,0.39,0.34,0.68,0.3,0.5,0,0.5,0.29
711,0.4,0.53,0.44,0.18,0.5,0,0.54,0.31
712,0.36,0.3,0.5,0.19,0.5,0,0.55,0.3
713,0.45,0.21,0.49,0.24,0.5,0,0.46,0.31
714,0.87,0.47,0.6,0.47,0.5,0,0.59,0.22
715,0.51,0.34,0.49,0.16,0.5,0,0.53,0.21
716,0.78,0.65,0.4,0.16,0.5,0,0.63,0.22
717,0.68,0.59,0.44,0.49,0.5,0,0.4,0.26
718,0.5,0.51,0.57,0.27,0.5,0,0.48,0.22
719,0.51,0.46,0.57,0.25,0.5,0,0.53,0.22
720,0.49,0.45,0.46,0.18,0.5,0,0.49,0.31
721,0.39,0.58,0.5,0.1,0.5,0,0.51,0.25
722,0.45,0.58,0.59,0.44,0.5,0,0.56,0.22
723,0.46,0.49,0.45,0.28,0.5,0,0.55,0.22
724,0.5,0.32,0.49,0.49,0.5,0,0.48,0.32
725,0.48,0.45,0.59,0.35,0.5,0,0.55,0.3
726,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22
727,0.45,0.41,0.49,0.14,1,0,0.53,0.3
728,0.28,0.36,0.55,0.15,0.5,0,0.57,0.22
729,0.74,0.72,0.5,0.28,0.5,0,0.5,0.27
730,0.59,0.61,0.51,0.62,0.5,0,0.51,0.38
731,0.78,0.69,0.44,0.26,0.5,0,0.54,0.22
732,0.95,0.71,0.27,0.39,0.5,0,0.31,0.22
733,0.39,0.49,0.3,0.19,0.5,0,0.52,0.31
734,0.49,0.48,0.52,0.2,0.5,0,0.55,0.22
735,0.54,0.53,0.48,0.14,0.5,0,0.49,0.33
736,0.45,0.47,0.53,0.15,0.5,0,0.52,0.27
737,0.46,0.62,0.54,0.25,0.5,0,0.46,0.22
738,0.52,0.46,0.56,0.2,0.5,0,0.5,0.22
739,0.45,0.48,0.56,0.56,0.5,0,0.47,0.22
740,0.48,0.41,0.54,0.39,0.5,0,0.51,0.22
741,0.34,0.35,0.58,0.2,0.5,0,0.46,0.32
742,0.37,0.44,0.51,0.56,0.5,0,0.5,0.38
743,0.48,0.5,0.56,0.11,0.5,0,0.33,0.22
744,0.49,0.45,0.54,0.4,0.5,0,0.55,0.22
745,0.57,0.6,0.54,0.17,0.5,0,0.52,0.22
746,0.33,0.28,0.52,0.15,0.5,0,0.51,0.86
747,0.43,0.41,0.51,0.34,0.5,0,0.49,0.28
748,0.49,0.49,0.51,0.29,0.5,0,0.52,0.71
749,0.41,0.52,0.51,0.22,0.5,0,0.52,0.44
750,0.58,0.31,0.6,0.12,0.5,0,0.47,0.33
751,0.44,0.33,0.55,0.16,0.5,0,0.49,0.22
752,0.57,0.51,0.58,0.22,0.5,0,0.51,0.22
753,0.34,0.58,0.5,0.26,0.5,0,0.51,0.22
754,0.35,0.4,0.44,0.25,0.5,0,0.53,0.57
755,0.55,0.38,0.64,0.42,0.5,0,0.47,0.22
756,0.45,0.49,0.57,0.25,0.5,0,0.48,0.22
757,0.39,0.39,0.59,0.25,0.5,0,0.45,0.22
758,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21
759,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16
760,0.72,0.51,0.52,0.08,0.5,0,0.54,0.22
761,0.57,0.49,0.61,0.26,0.5,0,0.52,0.22
762,0.36,0.49,0.55,0.21,0.5,0,0.55,0.33
763,0.35,0.33,0.48,0.42,0.5,0,0.47,0.43
764,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25
765,0.58,0.45,0.55,0.27,0.5,0,0.48,0.11
766,0.43,0.33,0.67,0.12,0.5,0,0.43,0.23
767,0.58,0.44,0.5,0.26,0.5,0,0.52,0.22
768,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22
769,0.35,0.39,0.56,0.2,0.5,0,0.49,0.41
770,0.44,0.62,0.53,0.27,0.5,0,0.49,0.22
771,0.56,0.61,0.52,0.19,0.5,0,0.52,0.32
772,0.47,0.56,0.46,0.5,0.5,0,0.51,0.22
773,0.42,0.38,0.52,0.29,0.5,0,0.42,0.22
774,0.49,0.4,0.58,0.23,0.5,0,0.47,0.27
775,0.51,0.4,0.5,0.28,0.5,0,0.48,0.27
776,0.47,0.58,0.47,0.52,0.5,0,0.54,0.22
777,0.46,0.42,0.51,0.16,0.5,0,0.56,0.22
778,0.55,0.55,0.52,0.13,0.5,0,0.53,0.25
779,0.46,0.44,0.58,0.17,0.5,0,0.55,0.22
780,0.46,0.47,0.44,0.18,1,0,0.46,0.22
781,0.51,0.51,0.32,0.27,0.5,0,0.54,0.22
782,0.65,0.66,0.37,0.12,0.5,0,0.52,0.27
783,0.42,0.43,0.67,0.7,0.5,0,0.42,0.25
784,0.4,0.49,0.53,0.23,0.5,0,0.44,0.26
785,0.38,0.42,0.31,0.35,0.5,0,0.52,0.22
786,0.46,0.48,0.38,0.22,0.5,0,0.39,0.45
787,0.4,0.75,0.44,0.12,0.5,0,0.49,0.22
788,0.43,0.47,0.47,0.18,0.5,0,0.47,0.22
789,0.52,0.47,0.58,0.18,0.5,0,0.34,0.11
790,0.37,0.29,0.45,0.15,0.5,0,0.49,0.22
791,0.37,0.48,0.67,0.37,0.5,0,0.56,0.62
792,0.48,0.65,0.36,0.24,0.5,0,0.54,0.31
793,0.59,0.49,0.45,0.22,0.5,0,0.45,0.31
794,0.52,0.31,0.56,0.16,0.5,0,0.55,0.22
795,0.55,0.46,0.47,0.15,0.5,0,0.47,0.22
796,0.5,0.52,0.51,0.22,0.5,0,0.46,0.37
797,0.62,0.33,0.49,0.24,0.5,0,0.51,0.42
798,0.51,0.5,0.49,0.45,0.5,0,0.48,0.22
799,0.7,0.58,0.53,0.39,0.5,0,0.59,0.22
800,0.55,0.41,0.67,0.61,0.5,0,0.49,0.14
801,0.66,0.65,0.53,0.17,0.5,0,0.47,0.66
802,0.58,0.64,0.42,0.3,0.5,0,0.54,0.22
803,0.74,0.82,0.46,0.24,0.5,0,0.5,0.31
804,0.38,0.34,0.55,0.44,0.5,0,0.48,0.26
805,0.47,0.47,0.5,0.19,0.5,0,0.51,0.26
806,0.31,0.51,0.38,0.18,0.5,0,0.46,0.31
807,0.44,0.65,0.49,0.16,0.5,0,0.48,0.31
808,0.48,0.44,0.46,0.37,0.5,0,0.46,0.36
809,0.45,0.4,0.56,0.15,0.5,0,0.52,0.22
810,0.52,0.45,0.53,0.34,0.5,0,0.52,0.44
811,0.63,0.58,0.57,0.1,0.5,0,0.52,0.33
812,0.33,0.17,0.52,0.13,0.5,0,0.51,0.75
813,0.38,0.42,0.5,0.19,0.5,0,0.44,0.22
814,0.28,0.27,0.5,0.14,0.5,0,0.5,0.28
815,0.41,0.46,0.57,0.25,0.5,0,0.57,0.38
816,0.77,0.7,0.44,0.29,0.5,0,0.56,0.22
817,0.79,0.79,0.42,0.26,0.5,0,0.6,0.22
818,0.49,0.5,0.42,0.43,0.5,0,0.5,0.36
819,0.25,0.26,0.53,0.17,0.5,0,0.45,0.22
820,0.59,0.46,0.57,0.17,0.5,0,0.52,0.22
821,0.5,0.46,0.49,0.27,0.5,0,0.6,0.22
822,0.49,0.36,0.47,0.28,0.5,0,0.56,0.54
823,0.34,0.42,0.48,0.19,0.5,0,0.46,0.31
824,0.48,0.39,0.56,0.23,0.5,0,0.6,0.22
825,0.47,0.59,0.56,0.09,0.5,0,0.5,0.22
826,0.54,0.35,0.55,0.19,0.5,0,0.3,0.22
827,0.5,0.47,0.45,0.14,0.5,0,0.53,0.32
828,0.55,0.49,0.6,0.18,0.5,0,0.51,0.22
829,0.48,0.58,0.58,0.12,0.5,0,0.49,0.22
830,0.65,0.58,0.53,0.21,0.5,0,0.51,0.22
831,0.41,0.48,0.51,0.2,0.5,0,0.51,0.22
832,0.57,0.47,0.48,0.17,0.5,0,0.52,0.26
833,1,0.8,0.29,0.36,0.5,0,0.52,0.22
834,0.88,0.75,0.41,0.36,0.5,0,0.43,0.22
835,0.47,0.41,0.46,0.18,0.5,0,0.53,0.22
836,0.59,0.56,0.5,0.48,0.5,0,0.46,0.22
837,0.25,0.41,0.47,0.14,0.5,0,0.56,0.68
838,0.71,0.51,0.49,0.23,0.5,0,0.3,0.32
839,0.74,0.73,0.32,0.2,0.5,0,0.55,0.22
840,0.35,0.32,0.31,0.16,0.5,0,0.56,0.22
841,0.67,0.61,0.39,0.24,0.5,0,0.51,0.22
842,0.47,0.41,0.53,0.27,0.5,0,0.47,0.25
843,0.39,0.56,0.34,0.18,0.5,0,0.49,0.22
844,0.75,0.73,0.35,0.33,0.5,0,0.49,0.28
845,0.5,0.63,0.45,0.13,0.5,0,0.45,0.32
846,0.2,0.6,0.5,0.29,0.5,0,0.51,0.22
847,0.51,0.46,0.41,0.36,0.5,0,0.49,0.22
848,0.6,0.68,0.3,0.27,0.5,0,0.55,0.22
849,0.77,0.68,0.35,0.19,0.5,0,0.53,0.43
850,0.77,0.74,0.37,0.29,0.5,0,0.45,0.22
851,0.47,0.38,0.58,0.19,0.5,0,0.57,0.22
852,0.74,0.75,0.45,0.44,0.5,0,0.52,0.22
853,0.52,0.53,0.58,0.69,0.5,0,0.5,0.22
854,0.25,0.4,0.52,0.15,0.5,0,0.56,0.28
855,0.58,0.56,0.38,0.39,0.5,0,0.54,0.57
856,0.48,0.61,0.57,0.17,0.5,0,0.45,0.22
857,0.61,0.48,0.54,0.25,0.5,0,0.5,0.22
858,0.86,0.74,0.51,0.4,0.5,0,0.55,0.22
859,0.58,0.5,0.5,0.12,0.5,0,0.48,0.25
860,0.48,0.61,0.44,0.2,0.5,0,0.47,0.22
861,0.52,0.56,0.54,0.53,0.5,0,0.45,0.22
862,0.73,0.83,0.43,0.3,0.5,0,0.55,0.22
863,0.56,0.43,0.54,0.16,0.5,0,0.5,0.22
864,0.62,0.58,0.46,0.13,0.5,0,0.53,0.22
865,0.31,0.45,0.5,0.17,0.5,0,0.49,0.22
866,0.38,0.49,0.61,0.13,0.5,0,0.54,0.22
867,0.44,0.53,0.52,0.37,0.5,0,0.5,0.22
868,0.54,0.45,0.62,0.13,0.5,0,0.52,0.26
869,0.89,0.77,0.36,0.34,0.5,0,0.44,0.22
870,0.48,0.43,0.45,0.17,0.5,0,0.48,0.37
871,0.43,0.52,0.53,0.52,1,0,0.49,0.22
