,f1,f2,f3,f4,f5,f6,f7,f8,o
353,0.69,0.697271018,0.38,0.15,0.5,0,0.12284057,0.22,ME2
354,0.761313106,0.5,0.47,0.11,0.616231818,0,0.46,0.22,CYT
355,0.4,0.48,0.750346987,0.17,0.5,0.479966543,0.54,0.5,CYT
356,0.47,0.49,0.693748298,0.17,0.5,0,0.31,0.101259503,NUC
357,0.182194713,0.43,0.656379818,0.629236891,0.5,0,0.58,0.22,CYT
358,0.46,0.45,0.56,0.16,0.5,0,0.56,0.22,CYT
359,0.5,0.45,0.49,0.894375428,0.5,0.822560986,0.55,0.43,NUC
360,0.33,0.28,0.463190037,0.24,0.5,0.414174397,0.53,0.22,ME3
361,0.725402394,0.847400209,0.861098889,0.19,0.5,0,0.54,0.47,CYT
362,0.51,0.68,0.49,0.59,0.5,0,0.54,0.27,MIT
363,0.55,0.49,0.5,0.46,0.5,0,0.52,0.25,MIT
364,0.812598329,0.826532288,0.52,0.16,0.5,0,0.52,0.26,CYT
365,0.429796992,0.49,0.47,0.22,0.5,0.17379459,0.669320381,0.28,MIT
366,0.43,0.51,0.6,0.25,0.5,0,0.55,0.544540486,CYT
367,0.68,0.719918363,0.43,0.27,0.807609587,0,0.61,0.22,ME2
368,0.470941198,0.53,0.47,0.26,0.5,0,0.53,0.31,NUC
369,0.54,0.51,0.54,0.690637593,0.5,0,0.47,0.25,MIT
370,0.86,0.92,0.5,0.37,1,0,0.247122268,0.32,ERL
371,0.42,0.51,0.39,0.22,0.772815628,0,0.49,0.26,ME3
372,0.51,0.43,0.47,0.19,0.5,0,0.52,0.37,CYT
373,0.62178493,0.53,0.43,0.17,0.5,0,0.54,0.75,NUC
374,0.39,0.37,0.501321997,0.23,0.693980059,0,0.623139668,0.939001437,ME3
375,0.48,0.51,0.57,0.24,0.5,0.717357148,0.5,0.22,CYT
376,0.68,0.962375354,0.51,0.783515252,0.57189203,0.83,0.54,0.22,POX
377,0.983052735,0.160096732,0.775783688,0.44,0.937818496,0,0.594916526,0.22,ME3
378,0.49,0.44,0.45,0.849744646,0.859998534,0,0.51,0.22,CYT
379,0.46,0.57,0.52,0.28,0.5,0.252558127,0.713193339,0.023372388,NUC
380,0.53,0.48,0.45,0.44,0.5,0.163099554,0.49,0.27,MIT
381,0.7,0.53,0.968219967,0.22,0.5,0,0.51,0.28,NUC
382,0.68,0.425441634,0.49,0.15,0.5,0,0.53,0.4895108,EXC
383,0.47,0.6,0.35,0.401347746,0.5,0,0.52,0.347582462,ME3
384,0.55,0.49,0.45,0.18,0.5,0,0.49,0.22,NUC
385,0.4,0.47,0.48,0.18,0.5,0.72853412,0.46,0.22,CYT
386,0.8,0.81,0.55,0.35,0.5,0,0.194005164,0.22,EXC
387,0.48,0.47,0.742703029,0.55,0.5,0,0.51,0.65,MIT
388,0.692479115,0.822175177,0.32,0.54,0.5,0.084142534,0.526983023,0.22,ME2
389,0.58,0.46,0.46,0.34,0.5,0,0.389789675,0.43,NUC
390,0.6,0.62,0.260106426,0.4,0.681414894,0,0.5,0.049145615,MIT
391,0.52,0.5,0.930477393,0.31,0.5,0,0.249245659,0.22,MIT
392,0.45,0.38,0.64,0.14,0.5,0.242685254,0.54,0.885765342,MIT
393,0.6,0.57,0.64,0.52,0.5,0,0.47,0.28,MIT
394,0.57,0.65398468,0.55,0.27,0.5,0,0.233349654,0.21,MIT
395,0.38,0.459760348,0.54,0.060844467,0.5,0,0.51,0.408560036,MIT
396,0.43,0.32,0.5,0.29,0.5,0,0.410224404,0.22,MIT
397,0.32,0.45,0.44,0.2,0.5,0,0.55,0.131339981,NUC
398,0.51,0.6,0.51,0.26,0.5,0,0.54,0.22,NUC
399,0.49,0.759122705,0.42,0.862791111,0.881590945,0,0.55,0.22,NUC
400,0.51,0.56,0.62,0.24,0.5,0.616813914,0.52,0.51,NUC
401,0.58,0.57,0.54,0.190377482,0.715361347,0,0.54,0.22,MIT
402,0.55,0.53,0.54,0.956339755,0.5,0,0.100708598,0.22,MIT
403,0.41,0.47,0.58,0.62,0.5,0,0.153408655,0.22,MIT
404,0.44,0.53,0.579381274,0.37,0.5,0.576874643,0.51,0.22,MIT
405,0.47,0.46,0.55,0.28,0.669059226,0.196576154,0.231159295,0.46,NUC
406,0.568078487,0.59,0.46,0.19,0.5,0,0.36,0.22,EXC
407,0.44,0.41,0.373464207,0.303697594,0.5,0,0.49,0.22,ME3
408,0.90648981,0.46,0.54,0.41,0.5,0,0.53,0.22,MIT
409,0.5,0.36,0.53,0.401426848,0.763978936,0.319053565,0.55,0.36,CYT
410,0.59,0.58,0.39,0.52,0.5,0,0.5,0.31,CYT
411,0.614665082,0.655896383,0.53,0.301410772,0.5,0,0.54,0.22,ME2
412,0.48,0.676400534,0.52,0.3,0.5,0,0.439282944,0.37,NUC
413,0.39,0.34,0.68,0.3,0.5,0,0.5,0.437272834,NUC
414,0.4,0.53,0.44,0.18,0.5,0.725054255,0.54,0.31,NUC
415,0.59302133,0.3,0.5,0.19,0.5,0,0.55,0.3,NUC
416,0.45,0.21,0.49,0.24,0.5,0,0.619889374,0.31,NUC
417,0.87,0.47,0.6,0.47,0.5,0,0.59,0.22,NUC
418,0.51,0.34,0.49,0.16,0.5,0,0.649699053,0.21,NUC
419,0.78,0.65,0.4,0.16,0.5,0,0.249186693,0.22,MIT
420,0.68,0.59,0.44,0.49,0.5,0,0.4,0.26,POX
421,0.5,0.41598791,0.57,0.148813379,0.5,0,0.48,0.22,POX
422,0.51,0.798952175,0.57,0.25,0.677881834,0,0.53,0.243848375,CYT
423,0.49,0.45,0.46,0.18,0.5,0,0.608073746,0.31,CYT
424,0.39,0.58,0.413513446,0.372878945,0.5,0,0.51,0.25,CYT
425,0.903318819,0.58,0.971789974,0.44,0.744139431,0.193052506,0.196352717,0.22,MIT
426,0.346498873,0.49,0.45,0.28,0.5,0,0.474075107,0.22,VAC
427,0.5,0.32,0.49,0.49,0.967132717,0,0.48,0.32,MIT
428,0.48,0.371046257,0.59,0.35,0.5,0,0.55,0.3,MIT
429,0.48,0.131989532,0.49,0.35,0.5,0.5,0.51,0.695480882,MIT
430,0.45,0.41,0.49,0.14,1,0,0.25870636,0.3,CYT
431,0.28,0.36,0.55,0.15,0.5,0.714220829,0.57,0.22,CYT
432,0.74,0.72,0.374639801,0.28,0.5,0.606208613,0.5,0.27,EXC
433,0.59,0.61,0.213371956,0.62,0.5,0,0.30963262,0.261303287,MIT
434,0.78,0.69,0.929923076,0.26,0.567249804,0,0.54,0.22,ME1
435,0.98512115,0.71,0.27,0.39,0.5,0,0.533198904,0.22,ME2
436,0.39,0.508497644,0.3,0.814453715,0.5,0,0.52,0.31,ME3
437,0.734690934,0.48,0.52,0.2,0.5,0,0.55,0.22,NUC
438,0.54,0.53,0.48,0.14,0.5,0,0.49,0.509547435,NUC
439,0.45,0.47,0.53,0.15,0.5,0,0.52,0.27,CYT
440,0.46,0.62,0.54,0.25,0.975761842,0,0.46,0.477970976,CYT
441,0.52,0.46,0.56,0.2,0.5,0,0.5,0.661904026,CYT
442,0.45,0.927001161,0.56,0.707802526,0.5,0,0.47,0.22,NUC
443,0.48,0.41,0.54,0.39,0.5,0,0.305527323,0.22,NUC
444,0.34,0.561065767,0.58,0.2,0.742721291,0,0.46,0.32,NUC
445,0.37,0.44,0.51,0.56,0.5,0,0.5,0.38,NUC
446,0.412499425,0.610353831,0.282721477,0.11,0.991756562,0,0.33,0.22,CYT
447,0.190138318,0.45,0.54,0.4,0.5,0,0.55,0.22,MIT
448,0.57,0.6,0.54,0.17,0.5,0,0.52,0.22,MIT
449,0.33,0.251312438,0.52,0.15,0.5,0.709528129,0.51,0.86,NUC
450,0.43,0.41,0.51,0.178299583,0.5,0,0.49,0.855982222,NUC
451,0.49,0.319236973,0.51,0.29,0.5,0,0.52,0.484765425,NUC
452,0.41,0.52,0.68021992,0.22,0.5,0.764264018,0.52,0.44,NUC
453,0.58,0.31,0.824338229,0.12,0.5,0,0.47,0.145722779,NUC
454,0.44,0.33,0.55,0.16,0.5,0.317372741,0.49,0.22,NUC
455,0.57,0.51,0.455665469,0.22,0.5,0,0.51,0.22,NUC
456,0.34,0.58,0.284650962,0.26,0.746184204,0.176192374,0.465941538,0.22,NUC
457,0.35,0.4,0.44,0.25,0.5,0,0.53,0.57,NUC
458,0.55,0.38,0.64,0.246671546,0.5,0,0.47,0.22,MIT
459,0.45,0.49,0.57,0.25,0.5,0.641025037,0.059923108,0.22,NUC
460,0.39,0.39,0.59,0.554790502,0.5,0.56077675,0.45,0.829697396,CYT
461,0.734422415,0.38,0.57,0.36,0.5,0,0.44,0.21,CYT
462,0.529012547,0.33,0.54,0.37,0.5,0,0.38,0.16,CYT
463,0.295239213,0.527936136,0.977285767,0.08,0.5,0,0.54,0.409622943,NUC
464,0.57,0.49,0.61,0.26,0.5,0.143733551,0.52,0.22,NUC
465,0.36,0.49,0.55,0.21,0.5,0,0.55,0.33,NUC
466,0.828705585,0.33,0.666115457,0.42,0.5,0.344174084,0.47,0.43,CYT
467,0.568558321,0.35,0.69,0.401345323,0.5,0,0.3,0.25,CYT
468,0.58,0.45,0.55,0.704597592,0.5,0,0.48,0.11,CYT
469,0.43,0.33,0.934679042,0.12,0.5,0,0.396828238,0.183036434,CYT
470,0.58,0.375068516,0.332942234,0.26,0.555988721,0,0.519024382,0.22,CYT
471,0.4,0.45,0.61,0.29,0.673747004,0,0.301566161,0.22,CYT
472,0.283379528,0.39,0.577248196,0.341252935,0.5,0,0.49,0.41,CYT
473,0.44,0.62,0.498381027,0.27,0.5,0,0.49,0.22,NUC
474,0.56,0.61,0.52,0.19,0.661316849,0,0.52,0.32,NUC
475,0.47,0.56,0.46,0.5,0.5,0,0.51,0.22,MIT
476,0.42,0.38,0.52,0.29,0.5,0.102994978,0.42,0.22,NUC
477,0.49,0.4,0.58,0.23,0.5,0.461458353,0.47,0.27,CYT
478,0.51,0.4,0.5,0.28,0.5,0,0.48,0.27,CYT
479,0.47,0.980798286,0.47,0.52,0.894756998,0.054247948,0.54,0.22,MIT
480,0.46,0.42,0.51,0.16,0.5,0,0.56,0.22,CYT
481,0.55,0.236657979,0.52,0.13,0.566128356,0,0.263186342,0.25,CYT
482,0.920615888,0.511580749,0.58,0.17,0.5,0,0.55,0.22,CYT
483,0.177772344,0.142563877,0.44,0.928273374,0.697339024,0,0.46,0.22,ME2
484,0.51,0.51,0.32,0.27,0.5,0,0.54,0.22,ME3
485,0.65,0.66,0.37,0.12,0.5,0,0.460150714,0.27,ME3
486,0.326833942,0.43,0.67,0.7,0.5,0.035046342,0.42,0.25,CYT
487,0.4,0.49,0.346470517,0.413223898,0.5,0,0.44,0.26,NUC
488,0.38,0.42,0.31,0.217287603,0.5,0,0.52,0.22,ME3
489,0.46,0.334589176,0.38,0.466734415,0.5,0,0.293081036,0.45,ME3
490,0.4,0.75,0.44,0.12,0.5,0,0.49,0.22,NUC
491,0.233487112,0.47,0.47,0.18,0.792523852,0.438470816,0.47,0.22,CYT
492,0.52,0.47,0.519228745,0.18,0.5,0,0.34,0.11,CYT
493,0.188572333,0.869793185,0.782902248,0.15,0.5,0,0.49,0.22,NUC
494,0.37,0.48,0.67,0.753230313,0.5,0,0.56,0.62,NUC
495,0.233575565,0.65,0.884965467,0.008050998,0.5,0,0.54,0.31,NUC
496,0.59,0.49,0.45,0.22,0.5,0,0.45,0.31,NUC
497,0.52,0.31,0.56,0.978880922,0.5,0,0.55,0.22,NUC
498,0.55,0.46,0.47,0.15,0.5,0,0.47,0.22,ME3
499,0.266259885,0.52,0.51,0.22,0.5,0,0.621045234,0.37,CYT
500,0.62,0.33,0.49,0.24,0.5,0.808965386,0.51,0.42,CYT
501,0.858503432,0.5,0.833060507,0.45,0.5,0,0.48,0.171783315,MIT
502,0.7,0.353036869,0.53,0.39,0.5,0,0.338417967,0.22,EXC
503,0.55,0.41,0.771808006,0.025761959,0.5,0.594934214,0.49,0.14,MIT
504,0.66,0.65,0.53,0.17,0.5,0.098914454,0.47,0.66,NUC
505,0.58,0.64,0.492689975,0.3,0.5,0,0.54,0.490076834,NUC
506,0.74,0.275030474,0.46,0.24,0.5,0,0.666197316,0.31,EXC
507,0.38,0.34,0.55,0.445756849,0.5,0.626607997,0.48,0.26,CYT
508,0.47,0.47,0.5,0.19,0.5,0.225011975,0.51,0.360486909,NUC
509,0.31,0.51,0.38,0.18,0.852779945,0,0.46,0.31,ME3
510,0.44,0.65,0.49,0.16,0.5,0,0.135485215,0.31,NUC
511,0.48,0.44,0.46,0.37,0.5,0,0.46,0.262131083,CYT
512,0.45,0.4,0.56,0.15,0.5,0.42644041,0.52,0.081456637,NUC
513,0.52,0.46145653,0.53,0.34,0.5,0,0.52,0.964107051,CYT
514,0.178305498,0.58,0.57,0.1,0.509619371,0,0.52,0.33,NUC
515,0.33,0.17,0.52,0.13,0.5,0,0.51,0.75,NUC
516,0.38,0.42,0.749629961,0.19,0.5,0,0.44,0.008607537,CYT
517,0.28,0.95158318,0.5,0.014860288,0.547380519,0,0.5,0.28,CYT
518,0.41,0.782052398,0.57,0.25,0.5,0.016862236,0.645309717,0.38,CYT
519,0.77,0.7,0.389294838,0.29,0.5,0,0.56,0.169823905,ME1
520,0.167371904,0.79,0.42,0.26,0.5,0,0.6,0.22,ME1
521,0.49,0.5,0.42,0.43,0.5,0,0.5,0.36,VAC
522,0.25,0.26,0.499107719,0.17,0.5,0,0.45,0.26169228,CYT
523,0.412197842,0.46,0.57,0.17,0.5,0,0.52,0.22,CYT
524,0.451131827,0.46,0.49,0.27,0.5,0,0.6,0.22,CYT
525,0.49,0.36,0.47,0.28,0.5,0,0.165758522,0.54,NUC
526,0.992784163,0.42,0.48,0.19,0.5,0.584872981,0.46,0.31,NUC
527,0.48,0.470080322,0.56,0.23,0.5,0,0.6,0.581591923,CYT
528,0.47,0.59,0.376625658,0.09,0.5,0,0.5,0.22,CYT
529,0.616333409,0.35,0.55,0.536360547,0.799432045,0,0.3,0.22,CYT
530,0.5,0.47,0.57582092,0.14,0.5,0,0.53,0.699991437,ME3
531,0.849194904,0.49,0.6,0.18,0.5,0,0.51,0.22,NUC
532,0.48,0.728600711,0.58,0.12,0.5,0,0.49,0.22,VAC
533,0.781047485,0.58,0.53,0.157736731,0.995635348,0,0.51,0.357074257,VAC
534,0.41,0.48,0.51,0.2,0.5,0.089300622,0.51,0.22,CYT
535,0.57,0.47,0.48,0.17,0.5,0,0.52,0.26,VAC
536,1,0.8,0.29,0.36,0.859967208,0,0.474475583,0.22,ME1
537,0.88,0.852268474,0.41,0.736948035,0.5,0,0.43,0.22,ME2
538,0.47,0.41,0.46,0.569560118,0.5,0.765176796,0.53,0.22,ME3
539,0.59,0.56,0.5,0.48,0.709828113,0,0.46,0.22,MIT
540,0.25,0.41,0.47,0.14,0.5,0,0.56,0.934648871,NUC
541,0.71,0.51,0.49,0.23,0.737557205,0,0.3,0.32,ME2
542,0.405081397,0.73,0.32,0.2,0.5,0,0.55,0.854503247,ME1
543,0.35,0.32,0.31,0.16,0.5,0,0.56,0.22,ME3
544,0.67,0.61,0.39,0.24,0.5,0,0.51,0.230837116,ME3
545,0.47,0.841455085,0.53,0.162704503,0.5,0,0.47,0.574674686,MIT
546,0.39,0.56,0.34,0.18,0.5,0,0.49,0.22,ME3
547,0.75,0.73,0.637055263,0.33,0.5,0,0.090269032,0.28,ME1
548,0.5,0.63,0.45,0.13,0.751705761,0,0.45,0.32,ME3
549,0.2,0.6,0.5,0.29,0.5,0,0.51,0.22,ME3
550,0.940580542,0.46,0.976400309,0.657462313,0.883344504,0,0.022644209,0.22,ME3
551,0.619571643,0.68,0.3,0.27,0.596021064,0.453853489,0.476260337,0.22,ME3
552,0.77,0.68,0.35,0.083101323,0.5,0.378245562,0.53,0.43,ME1
553,0.77,0.74,0.37,0.29,0.5,0,0.45,0.22,ME1
554,0.47,0.38,0.58,0.19,0.5,0,0.57,0.22,CYT
555,0.74,0.75,0.45,0.44,0.5,0,0.52,0.22,POX
556,0.52,0.229571577,0.58,0.69,0.5,0.460429682,0.5,0.22,MIT
557,0.25,0.4,0.52,0.480294963,0.5,0,0.56,0.28,NUC
558,0.58,0.56,0.38,0.39,0.5,0,0.337592994,0.57,NUC
559,0.48,0.61,0.57,0.17,0.587773155,0,0.45,0.22,CYT
560,0.61,0.48,0.54,0.493771786,0.5,0,0.5,0.22,CYT
561,0.86,0.74,0.51,0.4,0.5,0,0.55,0.22,ME2
562,0.547549865,0.5,0.5,0.159468225,0.5,0,0.48,0.25,NUC
563,0.48,0.61,0.44,0.644699835,0.787616887,0,0.47,0.052464293,CYT
564,0.909533454,0.56,0.54,0.53,0.5,0.55867764,0.45,0.045225754,MIT
565,0.73,0.374594929,0.43,0.3,0.624592999,0,0.55,0.560283347,ME1
566,0.56,0.43,0.54,0.687589019,0.5,0,0.5,0.22,NUC
567,0.62,0.58,0.46,0.13,0.829598318,0,0.53,0.22,CYT
568,0.31,0.45,0.401041688,0.17,0.582258988,0.097648333,0.49,0.22,CYT
569,0.38,0.698029064,0.521235958,0.13,0.5,0,0.54,0.22,CYT
570,0.44,0.53,0.52,0.37,0.5,0.676903521,0.5,0.22,NUC
571,0.896499891,0.45,0.62,0.13,0.5,0,0.52,0.6228853,NUC
572,0.89,0.77,0.36,0.34,0.5,0,0.44,0.22,EXC
573,0.48,0.958639127,0.45,0.17,0.5,0,0.48,0.37,ME3
574,0.43,0.52,0.53,0.52,1,0,0.49,0.22,CYT
575,0.33,0.37,0.54,0.49877362,0.677951932,0.002157259,0.53,0.27,NUC
576,0.6,0.51,0.52,0.45,0.5,0,0.5,0.27,MIT
577,0.496444485,0.809687817,0.53,0.6,0.5,0,0.53,0.31,NUC
578,0.75,0.67,0.51,0.990598136,0.5,0.114426922,0.52,0.36,MIT
579,0.49,0.52,0.53,0.7,0.5,0,0.51,0.22,MIT
580,0.117572262,0.629220643,0.46,0.29,0.890242257,0.349470075,0.54,0.22,CYT
581,0.53,0.43,0.57,0.092979525,0.5,0,0.39,0.28,CYT
582,0.41,0.41,0.43,0.61,0.936504722,0,0.53,0.22,MIT
583,0.46,0.53,0.47,0.37,0.5,0,0.479220039,0.36,NUC
584,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16,CYT
585,0.154860279,0.15504079,0.55,0.23,0.5,0,0.52,0.487424535,NUC
586,0.4,0.43,0.36,0.33,0.855500069,0,0.51,0.66713816,ME3
587,0.23,0.975012997,0.32,0.13,0.672336138,0.382533696,0.53,0.22,MIT
588,0.45,0.45,0.51,0.3,0.5,0,0.375822811,0.44,CYT
589,0.46,0.61,0.494069906,0.540047846,0.5,0.215307847,0.49,0.22,ME3
590,0.25,0.48,0.45,0.32,0.5,0,0.208094081,0.22,CYT
591,0.45,0.390424156,0.5,0.614125597,0.5,0.630575239,0.53,0.7,NUC
592,0.436972606,0.67,0.33,0.17,0.5,0.351913491,0.398622048,0.22,ME3
593,0.221388611,0.47,0.5,0.14,0.5,0,0.53,0.474578785,NUC
594,0.48,0.45,0.59,0.2,0.5,0,0.58,0.34,NUC
595,0.43,0.39,0.221058872,0.21,0.857354811,0,0.154668605,0.598697997,NUC
596,0.5,0.456456607,0.538183518,0.21,0.5,0,0.49,0.014173757,NUC
597,0.61,0.321647945,0.55,0.21,0.5,0,0.5,0.74229069,NUC
598,0.43,0.44,0.48,0.22,0.5,0,0.606909949,0.22,CYT
599,0.73,0.63,0.42,0.3,0.5,0,0.49,0.22,CYT
600,0.46,0.53,0.52,0.15,0.5,0,0.58,0.22,CYT
601,0.57,0.47,0.6,0.18,0.5,0.424452698,0.51,0.22,CYT
602,0.383996389,0.55,0.51,0.43,0.604871878,0.197972023,0.51,0.22,NUC
603,0.316202225,0.74,0.42,0.242579468,0.5,0,0.43,0.22,ME1
604,0.56101267,0.152388516,0.39,0.24,0.5,0.19784026,0.54,0.22,ME2
605,0.79,0.57,0.41,0.28,0.5,0,0.401495209,0.22,ME2
606,0.41,0.54,0.325892161,0.2,0.5,0,0.51,0.22,ME3
607,0.53,0.31,0.58,0.39,0.5,0.765410666,0.47,0.37,NUC
608,0.48,0.39,0.51,0.21,0.5,0.756491946,0.52,0.28,CYT
609,0.32629739,0.62,0.832109398,0.1,0.5,0,0.49,0.22,CYT
610,0.48,0.43,0.51,0.32,0.5,0,0.52,0.603840842,NUC
611,0.41,0.46,0.59,0.19,0.5,0,0.58,0.27,NUC
612,0.48,0.54,0.55,0.12,0.5,0,0.51,0.282614359,CYT
613,0.45,0.55,0.54,0.66,0.5,0,0.47,0.22,MIT
614,0.49,0.42,0.56,0.55,0.5,0,0.42,0.25,MIT
615,0.5,0.54,0.53,0.54,0.55043356,0,0.51,0.27,MIT
616,0.48,0.45,0.3084317,0.5,0.5,0,0.53,0.22,MIT
617,0.54,0.52,0.63,0.864577054,0.5,0,0.46,0.22,MIT
618,0.46,0.38,0.271756813,0.22,0.5,0,0.52,0.27,MIT
619,0.762494066,0.5,0.37,0.26,0.5,0,0.443778973,0.22,ME3
620,0.69,0.7,0.52,0.36,0.5,0,0.46,0.22,EXC
621,0.44,0.52,0.41,0.23,0.5,0,0.554315135,0.22,NUC
622,0.522568481,0.975666723,0.56,0.41,0.917696928,0,0.47,0.589468469,MIT
623,0.58,0.62,0.54,0.17,0.5,0,0.48,0.22,MIT
624,0.46,0.573294683,0.842933331,0.53,0.5,0.707764666,0.53,0.692116041,MIT
625,0.62,0.193111431,0.43536016,0.42,0.5,0,0.54,0.27,NUC
626,0.59,0.48,0.5,0.14,0.5,0,0.45,0.25,CYT
627,0.301387719,0.42,0.71,0.21,0.915661962,0,0.54,0.32,CYT
628,0.35,0.45,0.950076853,0.11,0.5,0,0.008803515,0.937266819,ME3
629,0.42,0.42,0.42,0.2,0.5,0,0.49,0.22,ME3
630,0.39,0.446641571,0.304143382,0.4,0.545293448,0,0.49,0.47,ME3
631,0.892034445,0.44,0.3,0.11,0.5,0,0.51,0.47,ME3
632,0.990965708,0.45,0.5,0.23,0.524390373,0,0.49,0.035169414,CYT
633,0.31,0.31,0.56,0.33,0.997383576,0,0.52,0.33,NUC
634,0.24,0.34,0.69,0.18,0.5,0.792283067,0.52,0.22,CYT
635,0.774374001,0.55,0.52,0.17,0.689744834,0,0.52,0.22,CYT
636,0.32,0.57,0.5,0.15,0.5,0,0.063300558,0.22,CYT
637,0.61,0.737517074,0.233822202,0.33,0.5,0.709164285,0.56,0.22,MIT
638,0.211552291,0.585695053,0.6,0.21,0.5,0,0.57,0.22,CYT
639,0.49,0.46,0.752043523,0.45,0.5,0,0.530781749,0.22,MIT
640,0.49,0.88069809,0.375305717,0.56,0.5,0,0.36,0.22,MIT
641,0.578355734,0.38,0.66,0.25,0.5,0.150440714,0.43,0.22,NUC
642,0.41,0.51,0.58,0.15,0.833094731,0,0.45,0.27,CYT
643,0.2,0.474401659,0.52,0.14,0.5,0.397394396,0.209573501,0.44,CYT
644,0.51,0.32493437,0.55,0.14,0.5,0,0.51,0.22,CYT
645,0.39,0.69887315,0.682614451,0.12,0.5,0.385808241,0.011043949,0.202903472,NUC
646,0.23,0.2,0.53,0.2,0.5,0,0.502625643,0.714750482,NUC
647,0.55,0.54,0.56,0.22,0.5,0.555103717,0.5,0.37,NUC
648,0.51,0.55,0.35,0.16,0.5,0,0.51,0.47,ME3
649,0.45,0.665617689,0.53,0.32,0.5,0,0.213107558,0.22,CYT
650,0.32,0.47,0.55,0.12,0.5,0,0.52,0.22,CYT
651,0.55,0.46,0.46,0.31,0.869468525,0,0.58,0.48,NUC
652,0.56,0.223091081,0.53,0.24,0.5,0,0.57,0.22,CYT
653,0.58,0.6,0.51,0.24,0.5,0,0.53,0.019339181,CYT
654,0.35,0.36,0.57,0.17,0.5,0,0.52,0.22,CYT
655,0.45,0.4,0.56,0.14,0.5,0,0.54,0.890657218,CYT
656,0.5,0.5,0.48,0.17,0.5,0,0.47,0.26,CYT
657,0.6,0.6,0.49,0.3,0.5,0,0.02609101,0.22,NUC
658,0.49,0.46,0.34,0.21,0.5,0,0.55,0.22,ME3
659,0.45,0.42,0.485262396,0.806718375,0.5,0,0.318963286,0.25,CYT
660,0.37,0.33,0.5,0.12,0.5,0,0.51,0.54,CYT
661,0.27,0.51,0.47,0.35,0.5,0,0.49,0.28,NUC
662,0.64,0.53,0.45,0.718630158,0.5,0,0.53,0.22,CYT
663,0.52,0.51,0.51,0.12,0.5,0,0.51,0.4,CYT
664,0.44,0.833148936,0.48,0.242765969,0.5,0,0.52,0.513664007,CYT
665,0.196376206,0.745804809,0.51,0.26,0.523011792,0,0.51,0.37,CYT
666,0.37,0.34,0.58,0.24,0.5,0,0.44,0.18,NUC
667,0.61,0.57,0.45,0.21,0.960232898,0,0.5,0.42,NUC
668,0.592035225,0.161321749,0.975106872,0.740214999,0.5,0.1432259,0.512528841,0.27,ME3
669,0.85,0.951924624,0.3,0.31,0.5,0,0.55,0.42,ME1
670,0.55,0.596522985,0.56,0.29,0.968144783,0,0.48,0.22,MIT
671,0.38,0.46,0.52,0.75,0.5,0.452165452,0.5,0.26,MIT
672,0.43,0.44,0.276368222,0.18,0.5,0,0.51,0.22,ME3
673,0.498835928,0.583925556,0.37,0.709708405,0.5,0.565247806,0.48,0.320387255,ME3
674,0.45,0.57,0.3,0.17,0.5,0,0.51,0.22,ME3
675,0.42,0.44,0.33,0.340986527,0.795795125,0,0.54,0.27,ME3
676,0.45,0.54,0.54,0.62,0.5,0,0.53,0.464480494,MIT
677,0.479617689,0.34,0.43,0.687805274,0.590078946,0,0.244648807,0.25,CYT
678,0.666100632,0.669474644,0.59,0.18,0.5,0.208505265,0.347261776,0.657597915,NUC
679,0.89,0.81,0.36,0.71,0.693238566,0,0.55,0.63,ME1
680,0.58,0.55,0.52,0.22,0.5,0,0.44,0.22,MIT
681,0.5,0.45,0.49,0.841477379,0.5,0,0.47,0.4,NUC
682,0.47,0.43,0.35,0.32,0.5,0,0.54,0.22,ME3
683,0.7,0.73,0.38,0.36,0.744226246,0,0.312699752,0.22,ME1
684,0.84,0.63,0.38,0.23,0.5,0,0.53,0.22,EXC
685,0.556867225,0.44,0.81486261,0.18,0.5,0,0.42,0.00149965,MIT
686,0.48,0.57,0.52,0.61,0.5,0.014908313,0.51,0.22,MIT
687,0.617696821,0.5,0.55,0.65,0.5,0.658626148,0.46,0.31,MIT
688,0.52,0.49,0.57,0.57,0.801700822,0,0.51,0.99134668,NUC
689,0.18,0.48,0.46,0.006623719,0.5,0.021753462,0,0.25,NUC
690,0.311871628,0.51,0.51,0.411038576,0.689898886,0,0.238903616,0.41,NUC
691,0.58,0.49,0.5,0.41,0.5,0.489206078,0.57,0.22,MIT
692,0.57,0.44,0.273460206,0.2,0.5,0,0.54,0.22,CYT
693,0.55,0.65,0.5,0.28,0.688192338,0,0.159723479,0.22,NUC
694,0.29,0.232496686,0.54,0.27,0.5,0,0.340788002,0.599589562,CYT
695,0.417611181,0.52,0.52,0.44,0.57311045,0,0.56,0.27,MIT
696,0.441643179,0.266971736,0.53,0.16,0.5,0,0.715751543,0.44,NUC
697,0.45,0.73,0.387857076,0.65,0.5,0.149822636,0.723861991,0.43,MIT
698,0.66,0.54,0.49,0.16,0.5,0,0.54,0.36,NUC
699,0.63023779,0.5,0.53,0.22,0.5,0.488265495,0.5,0.22,POX
700,0.59,0.57,0.43,0.26,0.5,0.528860177,0.51,0.22,MIT
701,0.39,0.3,0.56,0.12,0.5,0.621333957,0.53,0.38,NUC
702,0.41,0.54,0.58,0.2,0.5,0,0.52,0.777925272,MIT
703,0.45,0.43,0.63,0.4,0.5,0,0.59,0.11,MIT
704,0.552686565,0.44,0.67,0.35,0.5,0.604299636,0.48,0.26,MIT
